244
Carbon
0.00000 0.00000
6.60000 0.00000
7.24 0.0078
7.31 0.0125
7.38 0.0144
7.46 0.0146
7.53 0.0274
7.61 0.0488
7.68 0.0873
7.76 0.1378
7.84 0.1315
7.92 0.1493
8.01 0.1237
8.09 0.1011
8.17 0.1011
8.26 0.0895
8.32 0.0849
8.37 0.0792
8.41 0.0782
8.46 0.0797
8.50 0.0805
8.55 0.0812
8.59 0.0785
8.64 0.0834
8.69 0.0938
8.73 0.0969
8.78 0.1073
8.83 0.1090
8.88 0.1320
8.93 0.1514
8.98 0.1674
9.02 0.1893
9.07 0.2248
9.12 0.2423
9.18 0.2671
9.23 0.2756
9.28 0.2807
9.33 0.2664
9.38 0.2577
9.43 0.2261
9.49 0.2134
9.54 0.1919
9.60 0.1795
9.65 0.1774
9.71 0.1669
9.76 0.1735
9.82 0.1704
9.87 0.1739
9.93 0.1697
9.99 0.1614
10.05 0.1431
10.10 0.1314
10.16 0.1327
10.22 0.1194
10.28 0.1157
10.34 0.1112
10.40 0.1127
10.47 0.1041
10.53 0.1052
10.59 0.1007
10.66 0.1030
10.72 0.0976
10.78 0.0911
10.85 0.0842
10.91 0.0852
10.98 0.0772
11.05 0.0835
11.12 0.0769
11.18 0.0748
11.25 0.0788
11.32 0.0786
11.39 0.0755
11.46 0.0777
11.53 0.0659
11.61 0.0633
11.68 0.0709
11.75 0.0706
11.83 0.0738
11.90 0.0905
11.98 0.1073
12.05 0.1111
12.13 0.1186
12.21 0.1084
12.29 0.1065
12.37 0.0947
12.45 0.1000
12.53 0.0901
12.61 0.0936
12.69 0.0868
12.78 0.0832
12.86 0.0864
12.94 0.0729
13.03 0.0682
13.12 0.0651
13.20 0.0619
13.29 0.0647
13.38 0.0626
13.47 0.0595
13.56 0.0612
13.66 0.0687
13.75 0.0603
13.84 0.0576
13.94 0.0605
14.03 0.0621
14.13 0.0643
14.23 0.0680
14.33 0.0751
14.43 0.0767
14.53 0.0724
14.63 0.0745
14.74 0.0770
14.84 0.0724
14.95 0.0691
15.05 0.0672
15.16 0.0642
15.27 0.0697
15.38 0.0592
15.49 0.0599
15.60 0.0514
15.72 0.0520
15.83 0.0482
15.95 0.0489
16.07 0.0483
16.19 0.0501
16.31 0.0602
16.43 0.0524
16.55 0.0603
16.68 0.0508
16.80 0.0541
16.93 0.0563
17.06 0.0522
17.19 0.0451
17.32 0.0458
17.45 0.0419
17.59 0.0391
17.73 0.0341
17.86 0.0295
18.00 0.0259
18.15 0.0257
18.29 0.0235
18.43 0.0207
18.58 0.0224
18.73 0.0262
18.88 0.0203
19.03 0.0207
19.19 0.0259
19.34 0.0287
19.50 0.0275
19.66 0.0322
19.82 0.0330
19.98 0.0332
20.15 0.0302
20.32 0.0297
20.49 0.0270
20.66 0.0270
20.83 0.0252
21.01 0.0227
21.19 0.0252
21.37 0.0241
21.56 0.0209
21.75 0.0197
21.95 0.0201
22.15 0.0170
22.35 0.0172
22.55 0.0166
22.75 0.0170
22.96 0.0159
23.17 0.0158
23.39 0.0153
23.60 0.0146
23.83 0.0144
24.05 0.0125
24.28 0.0117
24.51 0.0118
24.74 0.0101
24.98 0.0099
25.22 0.0092
25.46 0.0092
25.71 0.0088
25.96 0.0087
26.21 0.0077
26.47 0.0082
26.73 0.0078
27.00 0.0081
27.27 0.0087
27.54 0.0075
27.82 0.0081
28.11 0.0072
28.39 0.0063
28.69 0.0061
28.98 0.0062
29.28 0.0070
29.59 0.0058
29.90 0.0051
30.22 0.0052
30.54 0.0052
30.86 0.0061
31.20 0.0051
31.53 0.0060
31.88 0.0050
32.22 0.0040
32.58 0.0047
32.94 0.0039
33.30 0.0039
33.68 0.0034
34.06 0.0033
34.44 0.0037
34.83 0.0041
35.23 0.0038
35.64 0.0033
36.05 0.0023
36.47 0.0029
36.90 0.0020
37.34 0.0021
37.78 0.0016
38.23 0.0015
38.70 0.0020
39.16 0.0019
39.64 0.0015
40.13 0.0016
40.62 0.0009
41.13 0.0013
41.65 0.0013
42.17 0.0012
42.71 0.0014
43.25 0.0007
43.81 0.0006
44.38 0.0008
44.95 0.0005
45.55 0.0007
46.15 0.0008
46.76 0.0005
47.39 0.0005
48.03 0.0004
48.69 0.0004
49.35 0.0004
50.04 0.0002
50.73 0.0003
51.44 0.0002
52.17 0.0002
52.92 0.0002
53.67 0.0001
54.45 0.0001
55.25 0.0001




